,Open,High,Low,Close,Volume
2022-01-02 13:00:00,30362.74739265058,30459.74558096262,30241.051378291435,30340.89770641541,3804.0
2022-01-02 14:00:00,30137.53568677077,30243.553705185263,30135.772119269077,30176.00146327716,2259.0
2022-01-02 15:00:00,30327.311605864445,30401.904568205726,30264.20522011773,30306.1200208421,4702.0
2022-01-02 16:00:00,30425.957648538428,30597.691870796494,30326.81488786182,30454.77085508279,1930.0
2022-01-02 17:00:00,30545.701566759766,30659.89354436255,30472.737261586302,30563.40170874383,867.0
2022-01-02 18:00:00,30411.902904626648,30535.83483553125,30370.472769125947,30430.299767286087,278.0
2022-01-02 19:00:00,30503.155571928157,30516.137957102696,30403.755323531663,30476.73203189943,724.0
2022-01-02 20:00:00,30495.983314561065,30552.301677760857,30380.60152327938,30500.06919372758,2281.0
2022-01-02 21:00:00,30526.861074465087,30586.684455742474,30505.156273418997,30543.806913073382,2123.0
2022-01-02 22:00:00,30761.42025810514,30842.78514141883,30673.062326576997,30718.09266866302,4285.0
2022-01-02 23:00:00,30771.665392633713,30896.435721691796,30656.21715468514,30762.811778417956,715.0
2022-01-03 00:00:00,30863.225589395683,30952.53791150387,30792.67760257803,30898.594491032334,1385.0
2022-01-03 01:00:00,30961.580967818183,30970.135025440202,30760.95476136226,30912.110304930113,4904.0
2022-01-03 02:00:00,30950.44174476485,31040.94295278716,30892.56515934991,30969.93418466811,239.0
2022-01-03 03:00:00,31038.84788698138,31200.80907351813,31057.00097249181,31096.191829835818,2179.0
2022-01-03 04:00:00,30804.09531063222,30912.182558262368,30707.721057080875,30804.760665864684,1071.0
2022-01-03 05:00:00,30694.584602622923,30856.01278595403,30631.59236201949,30740.826422593225,2714.0
2022-01-03 06:00:00,30614.69127569144,30788.363514881876,30598.991652085384,30646.751891734664,4870.0
2022-01-03 07:00:00,30549.142605575908,30585.5125906556,30420.966219845104,30518.976322085997,1212.0
2022-01-03 08:00:00,30418.95284180436,30574.685417741708,30409.384854828975,30463.94787184066,1914.0
2022-01-03 09:00:00,30800.70615636966,30862.57394285142,30628.227690668893,30762.93613408754,2300.0
2022-01-03 10:00:00,30643.229484614258,30657.78164411752,30456.990549059894,30589.76991094889,4012.0
2022-01-03 11:00:00,30796.54327380714,30925.942398922507,30699.74033506743,30783.425581867188,4925.0
2022-01-03 12:00:00,30472.470727976066,30488.927156278827,30298.667629982556,30446.851627544027,573.0
2022-01-03 13:00:00,30405.82955926618,30496.776503870697,30230.43311707232,30379.87462154687,2494.0
2022-01-03 14:00:00,30472.375175189827,30531.383279312467,30366.28945301688,30412.425234567872,3787.0
2022-01-03 15:00:00,30510.318562778906,30671.97783677573,30454.235307114992,30529.669700839728,143.0
2022-01-03 16:00:00,30630.551675963285,30766.210371246943,30567.591065333378,30671.9150167983,4049.0
2022-01-03 17:00:00,30832.948212058138,30901.078266957822,30789.291482358338,30830.584463838284,1288.0
2022-01-03 18:00:00,30764.930617636423,30893.448280243156,30682.9953918702,30760.839449388597,2640.0
2022-01-03 19:00:00,30628.857496101726,30793.595436835585,30605.66183428943,30668.369090855682,4894.0
2022-01-03 20:00:00,30853.91742886732,30932.523094058106,30691.679523659586,30839.964267107112,3212.0
2022-01-03 21:00:00,30741.840258731278,30927.11036609057,30720.191520971155,30801.70340213079,4946.0
2022-01-03 22:00:00,30598.821342025094,30609.843422782535,30422.831668038794,30546.566137463207,3056.0
2022-01-03 23:00:00,30291.356349059173,30421.72371580821,30242.689300714144,30319.90869466251,1131.0
2022-01-04 00:00:00,30080.51494963336,30270.446993188605,30089.993055392486,30136.018237462187,3493.0
2022-01-04 01:00:00,30188.071367968612,30304.14345551096,30100.82383482261,30235.45038627294,3114.0
2022-01-04 02:00:00,30232.491177150972,30352.735971002552,30233.621127768452,30263.935533487052,1622.0
2022-01-04 03:00:00,30374.537756165922,30548.08942356377,30364.827706598368,30402.032604300606,476.0
2022-01-04 04:00:00,30259.927659053854,30443.69487638993,30242.07793396531,30316.5820750333,3276.0
2022-01-04 05:00:00,30321.505196650356,30486.318773030132,30234.556973363087,30348.290013248643,2929.0
2022-01-04 06:00:00,30435.979644954637,30550.840663745254,30401.283106201274,30473.40809204211,3890.0
2022-01-04 07:00:00,30396.77348660645,30563.171356289895,30373.06054601411,30411.538784098062,717.0
2022-01-04 08:00:00,30488.88296634605,30552.01149520926,30433.610774560224,30502.893831609545,2739.0
2022-01-04 09:00:00,30350.950976174056,30463.900457965654,30310.37736157111,30370.508643396217,4111.0
2022-01-04 10:00:00,30277.04369566978,30386.279675919595,30266.94314204356,30297.897874083203,4467.0
2022-01-04 11:00:00,30171.954467986237,30348.291280025376,30126.67857331947,30221.550295283534,4703.0
2022-01-04 12:00:00,29925.440418882416,30121.334850452848,29938.410694130314,29982.382366165726,1138.0
2022-01-04 13:00:00,30043.93552079576,30197.82667643578,30015.10578859752,30079.776862322844,947.0
2022-01-04 14:00:00,30016.679846842962,30091.06487753601,29879.00389061555,29985.8963942823,2922.0
2022-01-04 15:00:00,30047.269606932692,30069.65527525741,29871.426599388946,29988.395218027836,2367.0
2022-01-04 16:00:00,30136.112609026106,30176.04078550758,30022.756235087018,30084.54454980902,1248.0
2022-01-04 17:00:00,30174.36004183263,30265.494842424047,30103.944771389615,30173.850785015005,600.0
2022-01-04 18:00:00,30310.78574000795,30339.703958062324,30246.688637183703,30306.927806809563,803.0
2022-01-04 19:00:00,30264.767466721758,30378.461398011452,30141.01745599194,30287.23070990768,1761.0
2022-01-04 20:00:00,30235.665748931515,30336.18369417372,30149.3517340902,30202.57104749885,3723.0
2022-01-04 21:00:00,30218.59585128432,30302.456393933393,30134.32235939317,30186.62740531757,418.0
2022-01-04 22:00:00,29890.26548198024,29974.014616595625,29766.175638080695,29849.16051852596,615.0
2022-01-04 23:00:00,29606.502070798342,29635.4682980649,29507.794900480287,29559.738024041344,1396.0
2022-01-05 00:00:00,29287.50509445544,29386.47880273521,29247.539682384584,29295.198101570466,4381.0
2022-01-05 01:00:00,29126.808513943917,29128.741402827523,29055.4942395626,29095.74873605017,4952.0
2022-01-05 02:00:00,29211.46117535112,29249.57622270832,29071.81809150891,29175.703581394857,2256.0
2022-01-05 03:00:00,28972.393217851415,29078.62440665961,28894.6248229363,28994.607770322844,318.0
2022-01-05 04:00:00,28968.628242853974,28977.41575418854,28814.848105915957,28918.975259514966,158.0
2022-01-05 05:00:00,29131.47437247707,29211.646039716466,29059.38616835141,29178.82091907218,4308.0
2022-01-05 06:00:00,29165.11602007795,29217.060097225705,29040.462604373217,29107.568124859892,2279.0
2022-01-05 07:00:00,29286.67733135575,29335.240402376287,29118.341960298778,29255.07123855331,479.0
2022-01-05 08:00:00,29021.055931572228,29145.748363252907,28954.02716856214,29068.347702551335,4183.0
2022-01-05 09:00:00,29045.399865558167,29085.31317338272,28904.798988472186,29027.26019097781,2692.0
2022-01-05 10:00:00,28783.523830097092,28928.131246904337,28725.256242911815,28837.255779995692,1813.0
2022-01-05 11:00:00,28800.541683643707,28848.625770846782,28699.429429774314,28769.44916481558,2315.0
2022-01-05 12:00:00,28972.145858406322,29021.312026314026,28875.81225880321,28937.51079230706,1202.0
2022-01-05 13:00:00,28603.759182627527,28687.07195727882,28515.13214980816,28592.04670766859,4664.0
2022-01-05 14:00:00,28719.8689352263,28708.33590431233,28639.121596713452,28678.931436377763,3960.0
2022-01-05 15:00:00,28680.272967531193,28859.504663037587,28645.897279681947,28726.478556844217,1075.0
2022-01-05 16:00:00,28582.007397789457,28644.390787347587,28574.10426880648,28607.648565704858,3701.0
2022-01-05 17:00:00,28308.715561037097,28397.833368007097,28289.67158415068,28318.436994827167,980.0
2022-01-05 18:00:00,28281.008992002557,28384.697628236645,28198.96190651257,28332.86289636994,2321.0
2022-01-05 19:00:00,28221.11754395611,28314.330463990733,28120.90584223424,28226.96435455718,3768.0
2022-01-05 20:00:00,28246.946647812354,28333.465439897333,28181.684579505898,28273.499596828122,278.0
2022-01-05 21:00:00,28265.737124388328,28403.424503853428,28211.009599361336,28277.87002593281,3656.0
2022-01-05 22:00:00,28589.658076827298,28672.164782126678,28504.36207849743,28598.225804196994,1207.0
2022-01-05 23:00:00,28593.68403694373,28651.851824061814,28419.98510547409,28550.354678702388,3525.0
2022-01-06 00:00:00,28319.615837544265,28402.21947117986,28243.340955705153,28345.655180178015,2545.0
2022-01-06 01:00:00,28426.21040583343,28412.094920917523,28284.731400722903,28381.51030716928,228.0
2022-01-06 02:00:00,28417.092391749047,28499.888348206507,28344.75794417,28425.509643963633,3833.0
2022-01-06 03:00:00,28677.581312542334,28787.62746231863,28628.967461051,28697.34715901172,1373.0
2022-01-06 04:00:00,28864.65944307456,28946.29193254084,28754.852551005384,28864.369408194634,4766.0
2022-01-06 05:00:00,28926.222983317213,29076.025767605533,28793.266224383056,28935.743620024536,4215.0
2022-01-06 06:00:00,29200.03771785359,29340.271726772087,29149.515835860006,29228.40419826845,1044.0
2022-01-06 07:00:00,28990.96228889049,29135.102704135406,28916.179798135105,28990.651587403878,3044.0
2022-01-06 08:00:00,28822.501510595303,28925.628907121318,28784.41253450435,28862.70128085393,1873.0
2022-01-06 09:00:00,28660.401043802107,28796.575420853016,28599.894751795742,28677.386092572826,3050.0
2022-01-06 10:00:00,28606.950381492123,28691.578165047442,28457.49951561303,28599.424131941672,2829.0
2022-01-06 11:00:00,28314.276372786666,28421.721203104284,28215.687420382208,28324.08690243041,1549.0
2022-01-06 12:00:00,28487.97976584023,28591.762708249502,28381.78917941333,28451.11709179329,3291.0
2022-01-06 13:00:00,28379.02965133678,28509.389625873002,28336.053294678262,28406.672552373537,1374.0
2022-01-06 14:00:00,28165.337128733958,28241.69580491282,28035.95564853129,28112.511293473002,4545.0
2022-01-06 15:00:00,27941.181155155562,28018.32587398262,27877.387621906197,27909.395477231497,4738.0
2022-01-06 16:00:00,28024.416478972267,28014.323373416875,27885.069619460537,27972.098246721536,912.0
2022-01-06 17:00:00,28177.78383701464,28246.58964330067,28020.255694028332,28139.723560300412,3666.0
2022-01-06 18:00:00,28498.21365456155,28622.896473821427,28435.12270763034,28539.06973863877,4653.0
2022-01-06 19:00:00,29124.924498179884,29257.99243485033,29069.606867228802,29121.842231840234,721.0
2022-01-06 20:00:00,29166.171373528814,29328.182352371914,29090.47123770384,29204.724118495433,3724.0
2022-01-06 21:00:00,29043.739544173804,29047.90577408008,28894.332862917556,29006.81649448906,4694.0
2022-01-06 22:00:00,28590.028792333647,28624.297100105952,28521.812920307322,28580.4072383428,1202.0
2022-01-06 23:00:00,28606.85600923483,28670.55643199154,28533.974135326902,28633.949530811566,2953.0
2022-01-07 00:00:00,28520.28638195419,28556.006085237343,28373.311747777436,28471.3613117495,4009.0
2022-01-07 01:00:00,28344.593020271263,28425.85003802471,28264.541031907334,28388.289859713565,1733.0
2022-01-07 02:00:00,28273.091005606933,28375.95796298232,28222.219820022074,28265.8704999016,1265.0
2022-01-07 03:00:00,28262.67904099557,28328.33940582865,28187.467435736646,28237.712322618325,2045.0
2022-01-07 04:00:00,28400.703729411427,28574.486029309577,28367.152365120208,28450.908368775854,1743.0
2022-01-07 05:00:00,28493.466748921117,28542.677330951243,28448.806339492498,28482.318082264923,3654.0
2022-01-07 06:00:00,28486.54142011249,28538.1211546969,28374.844921399632,28450.591114857183,1917.0
2022-01-07 07:00:00,28194.602263676534,28284.975956066814,28126.168770843335,28243.460364292023,1943.0
2022-01-07 08:00:00,27909.890508351993,28035.184936290018,27864.01365477484,27908.52377535115,4728.0
2022-01-07 09:00:00,27784.402875043474,27858.541891295674,27732.283911668837,27811.262193536484,2935.0
2022-01-07 10:00:00,27818.623211936472,27839.689078457908,27662.64083689794,27800.50568337282,4653.0
2022-01-07 11:00:00,28111.14849664233,28205.33781114292,28068.96270068802,28154.091666088796,3581.0
2022-01-07 12:00:00,28229.41126388374,28299.205603041246,28095.795070199893,28180.146570383375,4437.0
2022-01-07 13:00:00,28421.498842039655,28417.081833152053,28284.890918921068,28376.694472587988,1057.0
2022-01-07 14:00:00,28241.31675437709,28374.608448664323,28227.520057708014,28276.835352880156,4697.0
2022-01-07 15:00:00,28020.024209631476,28151.57768301529,27995.30094221509,28039.84659959675,4726.0
2022-01-07 16:00:00,27856.584669748005,27958.33096767835,27743.527725372696,27846.823247150278,299.0
2022-01-07 17:00:00,27725.940892031405,27750.53991025261,27630.222478923562,27701.778034243125,1845.0
2022-01-07 18:00:00,28121.020215422785,28162.532761861712,28066.727146500794,28127.47198073016,2125.0
2022-01-07 19:00:00,27924.74987422472,28041.35808059933,27931.720210328247,27963.194644885283,2154.0
2022-01-07 20:00:00,28086.350198558834,28181.807752026147,28007.56097085274,28130.89248563255,3914.0
2022-01-07 21:00:00,28006.181428493986,28056.436692357365,27918.742336057363,27950.307050015144,3522.0
2022-01-07 22:00:00,28131.596690723854,28204.902795643015,28024.077065304766,28136.621652589994,1143.0
2022-01-07 23:00:00,28255.653710494033,28292.537048351758,28142.28912623285,28213.611845811167,3083.0
2022-01-08 00:00:00,28180.297528489747,28223.259609124278,28086.612421763675,28182.28426627955,4875.0
2022-01-08 01:00:00,28221.73000008719,28266.266839030442,28118.045178788376,28174.131761052464,2256.0
2022-01-08 02:00:00,27996.93208016535,28092.028144877495,27997.69944808789,28043.174221966583,4648.0
2022-01-08 03:00:00,28088.9544137608,28236.927004961115,28044.234359411636,28132.388662263,3283.0
2022-01-08 04:00:00,28089.58190450392,28077.416049556392,27935.326220457333,28041.391966194846,4632.0
2022-01-08 05:00:00,27846.02536491018,27932.572005744536,27746.738604353926,27796.270813441395,4523.0
2022-01-08 06:00:00,27520.272066177036,27643.633344782305,27465.07212097593,27540.68329857747,181.0
2022-01-08 07:00:00,27559.22545277818,27622.821000358555,27498.579880723697,27575.200882121895,4021.0
2022-01-08 08:00:00,27885.71428776393,27920.482608642404,27839.03259995301,27891.01913340398,1026.0
2022-01-08 09:00:00,27913.653380634776,27988.297326284668,27831.982896457477,27923.01745611867,4138.0
2022-01-08 10:00:00,27864.69971752862,27944.242606838332,27855.10449304037,27899.28979089669,4059.0
2022-01-08 11:00:00,28001.003672824023,28008.83550027584,27871.495444459342,27956.4550188172,1366.0
2022-01-08 12:00:00,28189.811042738624,28344.380886582523,28176.6346266094,28217.655367158568,424.0
2022-01-08 13:00:00,28284.737118399167,28357.98335018921,28178.38164652051,28261.53186743134,2155.0
2022-01-08 14:00:00,28130.557340850257,28227.415613019395,28116.044443995823,28179.346421264592,1584.0
2022-01-08 15:00:00,28348.20519986017,28492.242620610614,28320.827287410422,28400.60416327657,2813.0
2022-01-08 16:00:00,28503.87233451078,28543.986840863643,28408.445341799008,28486.35545096889,501.0
2022-01-08 17:00:00,28774.96545746646,28934.733140333512,28660.142829082488,28793.50664936809,316.0
2022-01-08 18:00:00,28848.0812094559,28862.761274261058,28744.82370899608,28830.15353681247,2241.0
2022-01-08 19:00:00,28538.8396929441,28697.579039411135,28463.086455712208,28585.25973046837,3871.0
2022-01-08 20:00:00,28362.571990116277,28427.4787351742,28257.76191640564,28311.62789061924,1643.0
2022-01-08 21:00:00,28670.285097093907,28678.149943974076,28572.83450465883,28641.813477065487,1684.0
2022-01-08 22:00:00,29030.17337199071,29035.460765199576,28948.853747270994,28986.546621222147,903.0
2022-01-08 23:00:00,28908.545134048236,29024.097120564766,28872.968459356078,28950.642778565627,1484.0
2022-01-09 00:00:00,28853.234621778778,29003.14774795224,28767.89913265169,28874.00531433843,1563.0
2022-01-09 01:00:00,29150.93452144158,29258.10965965839,29039.342973483017,29166.29417278687,1370.0
2022-01-09 02:00:00,28949.18886850744,29049.701047162598,28850.4187830922,28944.88503637817,1784.0
2022-01-09 03:00:00,28742.566557053528,28884.801972044766,28663.524525858487,28765.939632587008,1488.0
2022-01-09 04:00:00,28843.82338692539,29019.21271993031,28845.222137790315,28894.604991524815,3436.0
2022-01-09 05:00:00,28800.570530385277,28899.397510407223,28782.579813228356,28815.683966952896,1756.0
2022-01-09 06:00:00,28786.36928182475,28902.117057591775,28694.59603638495,28814.65959360888,3798.0
2022-01-09 07:00:00,28768.837373574344,28893.41547998394,28733.95828751092,28781.97101390398,3063.0
2022-01-09 08:00:00,28814.51567802583,28908.724576273224,28810.115660812025,28849.485923663768,3238.0
2022-01-09 09:00:00,29103.237525937908,29259.681779750896,28992.602868143957,29130.98229592651,2959.0
2022-01-09 10:00:00,29163.901462805847,29180.672045425392,29007.60705844249,29149.09927730686,4622.0
2022-01-09 11:00:00,29264.788558375716,29330.092038415572,29176.438303451763,29277.88703596223,1352.0
2022-01-09 12:00:00,28849.998818084303,28989.12068444664,28795.262983209195,28867.852615756026,4913.0
2022-01-09 13:00:00,28862.022745140504,28926.243878485187,28733.06795666504,28858.108935370004,1111.0
2022-01-09 14:00:00,28720.66101289317,28735.34683816045,28637.280195732452,28689.46288131143,777.0
2022-01-09 15:00:00,28431.9175259998,28495.395448715208,28368.39710718159,28445.7002692267,4149.0
2022-01-09 16:00:00,28279.966524493157,28358.357947746084,28201.428110200835,28270.069795840955,4490.0
2022-01-09 17:00:00,28255.83881535324,28326.908613119394,28072.077456398354,28203.24510770079,554.0
2022-01-09 18:00:00,28388.92136366978,28422.834126940026,28253.602417817354,28386.425616171993,3038.0
2022-01-09 19:00:00,28167.2429843011,28152.69685221031,28019.81129010486,28121.14707262408,2612.0
2022-01-09 20:00:00,28160.314211879293,28207.73628979502,28086.686824977387,28127.273371142965,1178.0
2022-01-09 21:00:00,27980.962247317708,28165.67933785464,27948.3447417503,28030.43948447625,2650.0
2022-01-09 22:00:00,27956.973892346952,28024.07970090565,27909.497623049094,27964.904865603858,3460.0
2022-01-09 23:00:00,28187.799344569667,28301.683791206124,28037.59476000917,28165.456430664777,2913.0
2022-01-10 00:00:00,28328.122896477715,28401.742519553307,28229.154145179065,28273.079518065562,2646.0
2022-01-10 01:00:00,28535.807283859263,28601.423032262148,28505.818397854207,28540.559139554112,4439.0
2022-01-10 02:00:00,28463.21981395621,28631.33130138276,28400.816222362857,28509.65800370413,1205.0
2022-01-10 03:00:00,28377.50639896502,28476.673460354556,28290.659256863764,28370.46948136999,3157.0
2022-01-10 04:00:00,28283.38635342889,28412.014320805556,28202.382938741397,28325.69771799389,1651.0
2022-01-10 05:00:00,28402.743738535733,28450.570897282087,28337.352655721785,28374.197076248136,4870.0
2022-01-10 06:00:00,28410.384146937195,28530.593400186575,28290.069508989673,28409.511747938875,1332.0
2022-01-10 07:00:00,28217.830608782628,28310.262760764774,28160.231239249115,28192.634133492204,4369.0
2022-01-10 08:00:00,28252.411959986883,28324.35773463689,28179.35385538451,28210.73208981778,3197.0
2022-01-10 09:00:00,28270.952171380835,28397.462522619648,28175.98092950718,28256.37775584556,1152.0
2022-01-10 10:00:00,28772.807526474066,28843.6802655023,28705.65545362661,28759.872563352343,3817.0
2022-01-10 11:00:00,29164.909353739462,29258.41631037056,29036.913692510432,29135.241485608676,1281.0
2022-01-10 12:00:00,29004.269094195744,29093.482747159815,28932.637107781196,28964.592815496915,1385.0
2022-01-10 13:00:00,28949.78926583905,28960.490540923383,28874.11698859853,28907.11614318708,1789.0
2022-01-10 14:00:00,28561.368604142135,28647.856999228592,28502.585562668806,28614.427742819676,3440.0
2022-01-10 15:00:00,28502.691199175304,28570.917931824748,28443.834347090637,28496.28634002698,2018.0
2022-01-10 16:00:00,28526.994619318797,28685.83831590415,28455.860397324035,28559.40734074505,2888.0
2022-01-10 17:00:00,28842.09074475403,28862.684009463086,28685.384719838097,28800.578064922694,2809.0
2022-01-10 18:00:00,28671.770498360314,28763.650554153508,28619.306054511228,28654.761297373974,1063.0
2022-01-10 19:00:00,28514.8297350246,28553.29433264603,28407.582439506758,28523.932009360415,1239.0
2022-01-10 20:00:00,28059.42401254389,28162.50378512262,28036.215117274623,28094.474203412683,1603.0
2022-01-10 21:00:00,28043.871781243946,28159.093333061803,27990.153415471155,28061.9410193037,1189.0
2022-01-10 22:00:00,27872.158530425142,27891.76226480026,27811.957260559473,27849.45813693179,4601.0
2022-01-10 23:00:00,27710.761764552197,27870.81412913045,27622.760321773265,27743.570251458572,1968.0
2022-01-11 00:00:00,27523.381352335324,27612.999061754424,27478.79676869139,27568.198095825057,2083.0
2022-01-11 01:00:00,27592.105338403824,27677.151797688697,27466.183446812975,27549.345584974544,3392.0
2022-01-11 02:00:00,27226.54366758786,27248.53895908796,27065.231867014085,27197.799906703218,3961.0
2022-01-11 03:00:00,26872.083519532967,27038.297096740378,26841.487771929114,26904.39085762502,3471.0
2022-01-11 04:00:00,27307.53557834489,27423.682230884344,27205.52919200712,27330.24028003068,2800.0
2022-01-11 05:00:00,27123.876726211183,27108.962314447846,26967.74727109125,27072.755763775873,4882.0
2022-01-11 06:00:00,26875.760492146106,26887.26370913343,26726.80870468485,26853.398648084945,4509.0
2022-01-11 07:00:00,27232.815334995135,27256.15984355308,27094.716247632532,27220.781353749207,1091.0
2022-01-11 08:00:00,27780.401694112417,27895.19689081239,27663.78336373878,27801.79478759729,884.0
2022-01-11 09:00:00,27545.33100637487,27684.321181902236,27525.393994687434,27567.48146183222,2025.0
2022-01-11 10:00:00,27443.190630010773,27565.641461311934,27378.79567603972,27493.831670474614,4193.0
2022-01-11 11:00:00,27587.332580016093,27638.747430288466,27445.886284772852,27562.142780662718,4826.0
2022-01-11 12:00:00,27856.886261323052,28001.573279374716,27808.04202488313,27907.882309543835,3542.0
2022-01-11 13:00:00,27655.62826931604,27797.30471469525,27651.890864479803,27710.510893858187,3481.0
2022-01-11 14:00:00,27686.847997150155,27765.24793555762,27527.004246155782,27661.455324669765,1245.0
2022-01-11 15:00:00,27866.867986551977,27897.234270620927,27766.36033769641,27816.922839882114,3002.0
2022-01-11 16:00:00,27932.505771781256,28011.45785113583,27820.21182096974,27903.87605477544,1003.0
2022-01-11 17:00:00,27825.48798027798,27967.488711169848,27742.767077082655,27828.644840529418,2744.0
2022-01-11 18:00:00,27800.328374423832,27868.63788251864,27756.08172711585,27801.88024762621,1049.0
2022-01-11 19:00:00,27519.869220445282,27555.773002395723,27419.818267169794,27526.901085952213,470.0
2022-01-11 20:00:00,27459.99168365575,27520.553939835765,27442.01905292758,27479.26633715728,4839.0
2022-01-11 21:00:00,27428.370974339137,27514.137523433714,27322.52728252796,27425.98883915549,4477.0
2022-01-11 22:00:00,27464.857017016857,27537.725621843863,27351.696299370768,27472.42281708074,3458.0
2022-01-11 23:00:00,27372.101399110445,27491.595529374492,27295.756174137066,27361.357373316936,3164.0
2022-01-12 00:00:00,27499.387684189947,27552.02854172131,27350.29893226758,27455.665077825965,1275.0
2022-01-12 01:00:00,27712.972535573095,27743.434818003,27613.205680491777,27658.20824138993,2901.0
2022-01-12 02:00:00,27642.636903159837,27805.372002869204,27567.909890013954,27689.294106923626,3765.0
2022-01-12 03:00:00,27746.840804978,27816.118486477695,27626.173493812672,27759.645388603465,2743.0
2022-01-12 04:00:00,27734.808949259357,27889.104198125224,27725.54479733332,27770.27645811904,1481.0
2022-01-12 05:00:00,27753.86670546698,27798.403661194105,27665.670481240537,27770.293336737323,2020.0
2022-01-12 06:00:00,27602.496664001872,27722.084493698276,27542.459425770918,27625.98173002875,4220.0
2022-01-12 07:00:00,27653.233251637306,27820.50087507248,27602.723965267265,27689.28058236341,1347.0
2022-01-12 08:00:00,27699.051013585005,27784.69286845748,27563.959656815707,27669.823262680715,4810.0
2022-01-12 09:00:00,28088.039950518127,28212.454450332836,28005.456601690952,28088.456924466835,3801.0
2022-01-12 10:00:00,28450.759448543107,28476.63005278457,28306.520187868107,28403.127904961882,4462.0
2022-01-12 11:00:00,28427.049590924853,28602.67579333466,28425.512399616946,28480.297215473183,2596.0
2022-01-12 12:00:00,28278.61973042612,28418.428604592125,28256.469224046537,28327.68577353423,1196.0
2022-01-12 13:00:00,28094.32941660335,28202.84547944451,27979.827251269933,28105.203479137548,266.0
2022-01-12 14:00:00,28295.846544726264,28378.4549534984,28302.62858019276,28343.43206975532,2721.0
2022-01-12 15:00:00,28369.031810428274,28447.270930090963,28299.710987661183,28395.98191478475,2055.0
